0.292; 0.155
0.298; 0.387
0.295; 0.265
0.302; 0.520
0.308; 0.710
0.305; 0.610
0.311; 0.846
0.316; 1.04
0.314; 0.925
0.321; 1.16
0.330; 1.46
0.327; 1.34
0.344; 1.62
0.367; 1.71
0.395; 1.76
0.423; 1.75
0.451; 1.73
0.479; 1.69
0.507; 1.66
0.535; 1.63
0.563; 1.61
0.592; 1.58
0.620; 1.56
0.648; 1.52
0.676; 1.50
0.704; 1.48
0.732; 1.46
0.760; 1.44
0.788; 1.42
0.816; 1.40
0.844; 1.38
0.872; 1.36
0.900; 1.35
0.929; 1.34
0.957; 1.32
0.985; 1.31
1.01; 1.29
1.04; 1.30
1.07; 1.28
1.10; 1.27
1.13; 1.25
1.15; 1.25
1.18; 1.24
1.21; 1.24
1.24; 1.30
1.27; 1.29
1.29; 1.28
1.32; 1.26
1.35; 1.25
1.38; 1.24
1.41; 1.22
1.43; 1.20
1.46; 1.18
1.49; 1.17
1.52; 1.15
1.55; 1.13
1.57; 1.11
1.60; 1.09
1.63; 1.08
1.66; 1.05
1.69; 1.04
1.71; 1.02
1.74; 0.999
1.77; 0.978
1.80; 0.958
1.83; 0.938
1.86; 0.908
1.88; 0.882
1.91; 0.857
1.94; 0.834
1.97; 0.810
2.00; 0.785
2.02; 0.761
2.05; 0.741
2.08; 0.705
2.11; 0.677
2.14; 0.658
2.16; 0.626
2.19; 0.604
2.22; 0.579
2.25; 0.557
2.28; 0.533
2.30; 0.507
2.33; 0.483
2.36; 0.460
2.39; 0.439
2.42; 0.414
2.45; 0.385
2.47; 0.359
2.49; 0.343
